filename,width,height,class,xmin,ymin,xmax,ymax
HS_H08_20171122_2100_34.65_138.18.npy,840,840,turbulence,743,7,839,128
HS_H08_20171122_2110_34.65_138.18.npy,840,840,severe turbulence,228,354,585,732
HS_H08_20171122_2110_34.65_138.18.npy,840,840,severe turbulence,585,555,765,695
HS_H08_20171122_2110_34.65_138.18.npy,840,840,severe turbulence,721,693,840,798
HS_H08_20171122_2110_34.65_138.18.npy,840,840,severe turbulence,654,416,837,618
HS_H08_20180103_1220_30.87_104.39.npy,840,840,severe turbulence,132,311,303,485
HS_H08_20180103_1220_30.87_104.39.npy,840,840,turbulence,11,610,141,737
HS_H08_20180103_1220_30.87_104.39.npy,840,840,severe turbulence,41,189,245,336
HS_H08_20180103_1220_30.87_104.39.npy,840,840,severe turbulence,0,491,153,631
HS_H08_20180103_1220_30.87_104.39.npy,840,840,severe turbulence,105,99,328,341
HS_H08_20180103_1220_30.87_104.39.npy,840,840,turbulence,776,594,837,785
HS_H08_20180104_0830_30.21_103.52.npy,840,840,turbulence,111,359,263,415
HS_H08_20180104_0830_30.21_103.52.npy,840,840,severe turbulence,326,684,554,823
HS_H08_20180104_0830_30.21_103.52.npy,840,840,turbulence,679,13,807,108
HS_H08_20180104_0840_30.21_103.52.npy,840,840,turbulence,124,351,287,416
HS_H08_20180104_0840_30.21_103.52.npy,840,840,turbulence,384,53,520,135
HS_H08_20180104_0840_30.21_103.52.npy,840,840,turbulence,345,677,554,814
HS_H08_20180104_0840_30.21_103.52.npy,840,840,turbulence,100,66,262,249
HS_H08_20180104_0920_30.21_103.52.npy,840,840,severe turbulence,323,687,560,817
HS_H08_20180104_0920_30.21_103.52.npy,840,840,turbulence,131,350,296,412
HS_H08_20180107_1450_33.164_115.343.npy,840,840,severe turbulence,272,341,414,420
HS_H08_20180107_1450_33.164_115.343.npy,840,840,turbulence,541,89,665,237
HS_H08_20180107_1500_33.164_115.343.npy,840,840,severe turbulence,283,338,425,414
HS_H08_20180107_1510_33.164_115.343.npy,840,840,severe turbulence,297,313,467,409
HS_H08_20180107_1510_33.164_115.343.npy,840,840,turbulence,587,108,687,218
HS_H08_20180107_1530_33.164_115.343.npy,840,840,severe turbulence,357,287,530,388
HS_H08_20180107_1530_33.164_115.343.npy,840,840,turbulence,537,152,689,258
HS_H08_20180107_1530_33.164_115.343.npy,840,840,turbulence,253,325,355,403
HS_H08_20180107_1540_33.164_115.343.npy,840,840,severe turbulence,380,288,515,367
HS_H08_20180107_1940_31.048_109.486.npy,840,840,severe turbulence,184,410,368,469
HS_H08_20180107_1940_31.048_109.486.npy,840,840,turbulence,346,437,467,506
HS_H08_20180107_1940_31.048_109.486.npy,840,840,turbulence,474,400,619,474
HS_H08_20180107_1940_31.048_109.486.npy,840,840,turbulence,34,413,169,468
HS_H08_20180107_2020_31.048_109.486.npy,840,840,severe turbulence,595,362,743,421
HS_H08_20180107_2020_31.048_109.486.npy,840,840,turbulence,365,423,554,488
HS_H08_20180107_2020_31.048_109.486.npy,840,840,severe turbulence,230,387,406,456
HS_H08_20180107_2020_31.048_109.486.npy,840,840,turbulence,7,510,95,576
HS_H08_20180107_2020_31.048_109.486.npy,840,840,turbulence,291,380,412,438
HS_H08_20180107_2020_31.048_109.486.npy,840,840,turbulence,44,392,198,456
HS_H08_20180107_2030_31.048_109.486.npy,840,840,severe turbulence,617,351,775,419
HS_H08_20180107_2030_31.048_109.486.npy,840,840,turbulence,412,413,559,483
HS_H08_20180107_2030_31.048_109.486.npy,840,840,turbulence,303,383,420,438
HS_H08_20180107_2240_29.21_104.27.npy,840,840,severe turbulence,250,214,477,285
HS_H08_20180107_2240_29.21_104.27.npy,840,840,turbulence,80,265,196,323
HS_H08_20180107_2240_29.21_104.27.npy,840,840,turbulence,128,771,375,835
HS_H08_20180107_2320_29.21_104.27.npy,840,840,severe turbulence,245,224,465,299
HS_H08_20180107_2320_29.21_104.27.npy,840,840,turbulence,804,241,839,311
HS_H08_20180107_2330_29.21_104.27.npy,840,840,turbulence,255,219,463,295
HS_H08_20180108_1200_25.87_113.46.npy,840,840,severe turbulence,655,120,835,212
HS_H08_20180108_1210_25.87_113.46.npy,840,840,severe turbulence,664,111,840,220
HS_H08_20180108_1320_28.23_112.94.npy,840,840,turbulence,766,531,838,683
HS_H08_20180111_1100_27.35_106.81.npy,840,840,severe turbulence,143,270,364,399
HS_H08_20180111_1100_27.35_106.81.npy,840,840,severe turbulence,7,457,117,528
HS_H08_20180111_1130_27.35_106.81.npy,840,840,severe turbulence,196,68,316,156
HS_H08_20180111_1130_27.35_106.81.npy,840,840,severe turbulence,222,289,353,426
HS_H08_20180111_1130_27.35_106.81.npy,840,840,severe turbulence,119,256,264,408
HS_H08_20180111_1130_27.35_106.81.npy,840,840,severe turbulence,343,338,460,403
HS_H08_20180111_1130_27.35_106.81.npy,840,840,severe turbulence,10,460,97,536
HS_H08_20180111_1130_27.35_106.81.npy,840,840,turbulence,0,111,46,189
HS_H08_20180111_1140_27.35_106.81.npy,840,840,severe turbulence,236,287,364,431
HS_H08_20180111_1140_27.35_106.81.npy,840,840,severe turbulence,138,266,270,412
HS_H08_20180111_1140_27.35_106.81.npy,840,840,severe turbulence,195,69,326,163
HS_H08_20180111_1140_27.35_106.81.npy,840,840,turbulence,349,330,491,414
HS_H08_20180111_1140_27.35_106.81.npy,840,840,severe turbulence,12,431,93,544
HS_H08_20180111_1150_27.35_106.81.npy,840,840,severe turbulence,244,292,383,437
HS_H08_20180111_1150_27.35_106.81.npy,840,840,severe turbulence,142,266,274,409
HS_H08_20180111_1150_27.35_106.81.npy,840,840,severe turbulence,178,66,340,168
HS_H08_20180111_1150_27.35_106.81.npy,840,840,severe turbulence,11,383,105,531
HS_H08_20180111_1150_27.35_106.81.npy,840,840,turbulence,370,338,504,426
HS_H08_20180111_1150_27.35_106.81.npy,840,840,severe turbulence,196,281,338,421
HS_H08_20180111_1150_27.35_106.81.npy,840,840,turbulence,536,138,832,247
HS_H08_20180111_1300_26.08_107.14.npy,840,840,severe turbulence,274,223,424,383
HS_H08_20180111_1300_26.08_107.14.npy,840,840,severe turbulence,26,287,177,431
HS_H08_20180111_1300_26.08_107.14.npy,840,840,severe turbulence,176,181,326,347
HS_H08_20180111_1300_26.08_107.14.npy,840,840,severe turbulence,92,147,210,264
HS_H08_20180111_1300_26.08_107.14.npy,840,840,severe turbulence,241,17,404,116
HS_H08_20180111_1300_26.08_107.14.npy,840,840,severe turbulence,172,91,240,148
HS_H08_20180111_1320_26.08_107.14.npy,840,840,severe turbulence,200,190,385,374
HS_H08_20180111_1320_26.08_107.14.npy,840,840,severe turbulence,239,20,422,143
HS_H08_20180111_1320_26.08_107.14.npy,840,840,severe turbulence,107,153,256,314
HS_H08_20180111_1320_26.08_107.14.npy,840,840,severe turbulence,303,224,427,385
HS_H08_20180111_1320_26.08_107.14.npy,840,840,severe turbulence,34,298,133,400
HS_H08_20180111_1320_26.08_107.14.npy,840,840,severe turbulence,198,113,273,168
HS_H08_20180111_1350_26.08_107.14.npy,840,840,severe turbulence,231,193,436,404
HS_H08_20180111_1350_26.08_107.14.npy,840,840,severe turbulence,232,13,454,148
HS_H08_20180111_1350_26.08_107.14.npy,840,840,severe turbulence,127,167,320,344
HS_H08_20180111_1350_26.08_107.14.npy,840,840,severe turbulence,39,316,190,431
HS_H08_20180111_1350_26.08_107.14.npy,840,840,turbulence,200,388,251,460
HS_H08_20180111_1740_26.522_103.965.npy,840,840,severe turbulence,752,307,835,395
HS_H08_20180111_1740_26.522_103.965.npy,840,840,turbulence,616,218,744,305
HS_H08_20180111_1740_26.522_103.965.npy,840,840,turbulence,259,156,349,356
HS_H08_20180111_1740_26.522_103.965.npy,840,840,turbulence,541,134,671,221
HS_H08_20180111_1750_26.522_103.965.npy,840,840,severe turbulence,785,326,838,394
HS_H08_20180111_1750_26.522_103.965.npy,840,840,turbulence,156,131,222,245
HS_H08_20180111_1750_26.522_103.965.npy,840,840,turbulence,284,216,356,365
HS_H08_20180111_1750_26.522_103.965.npy,840,840,turbulence,448,537,825,611
HS_H08_20180111_1750_26.522_103.965.npy,840,840,turbulence,354,270,447,400
HS_H08_20180111_1750_26.522_103.965.npy,840,840,turbulence,471,425,620,567
HS_H08_20180113_0850_30.76_95.67.npy,840,840,severe turbulence,443,144,647,207
HS_H08_20180113_0850_30.76_95.67.npy,840,840,severe turbulence,271,329,668,446
HS_H08_20180113_0850_30.76_95.67.npy,840,840,severe turbulence,34,393,304,539
HS_H08_20180113_0850_30.76_95.67.npy,840,840,turbulence,42,548,264,629
HS_H08_20180113_0850_30.76_95.67.npy,840,840,severe turbulence,567,429,803,514
HS_H08_20180113_0910_30.76_95.67.npy,840,840,severe turbulence,33,381,345,538
HS_H08_20180113_0910_30.76_95.67.npy,840,840,severe turbulence,324,315,752,435
HS_H08_20180113_0910_30.76_95.67.npy,840,840,severe turbulence,385,126,618,207
HS_H08_20180113_0910_30.76_95.67.npy,840,840,turbulence,3,245,125,297
HS_H08_20180113_0910_30.76_95.67.npy,840,840,turbulence,22,542,324,632
HS_H08_20180113_0910_30.76_95.67.npy,840,840,severe turbulence,563,439,827,515
HS_H08_20181114_0840_29.837_108.175.npy,840,840,turbulence,403,485,558,510
HS_H08_20181114_0840_29.837_108.175.npy,840,840,turbulence,311,411,410,434
HS_H08_20181114_0840_29.837_108.175.npy,840,840,turbulence,724,459,840,531
HS_H08_20181114_0850_29.837_108.175.npy,840,840,turbulence,420,481,551,513
HS_H08_20181114_0850_29.837_108.175.npy,840,840,turbulence,303,408,407,437
HS_H08_20181114_0850_29.837_108.175.npy,840,840,turbulence,734,457,840,521
HS_H08_20181114_0910_29.837_108.175.npy,840,840,turbulence,344,385,458,420
HS_H08_20181114_0910_29.837_108.175.npy,840,840,turbulence,433,483,571,512
HS_H08_20181115_0210_29.60676256_117.21.npy,840,840,turbulence,138,582,231,664
HS_H08_20181115_0210_29.60676256_117.21.npy,840,840,turbulence,333,482,486,600
HS_H08_20181115_0210_29.60676256_117.21.npy,840,840,turbulence,574,443,676,523
HS_H08_20181115_0210_29.60676256_117.21.npy,840,840,turbulence,304,638,439,690
HS_H08_20181115_0220_29.60676256_117.21.npy,840,840,turbulence,145,579,259,669
HS_H08_20181115_0220_29.60676256_117.21.npy,840,840,turbulence,348,446,495,549
HS_H08_20181115_0220_29.60676256_117.21.npy,840,840,turbulence,571,435,702,528
HS_H08_20181115_0220_29.60676256_117.21.npy,840,840,turbulence,328,644,422,686
HS_H08_20181115_0230_29.60676256_117.21.npy,840,840,turbulence,352,634,438,688
HS_H08_20181115_0230_29.60676256_117.21.npy,840,840,turbulence,323,380,497,539
HS_H08_20181115_0230_29.60676256_117.21.npy,840,840,turbulence,579,441,741,543
HS_H08_20181115_0230_29.60676256_117.21.npy,840,840,turbulence,156,576,285,683
HS_H08_20181115_0250_29.60676256_117.21.npy,840,840,turbulence,626,476,758,531
HS_H08_20181115_0250_29.60676256_117.21.npy,840,840,turbulence,225,631,302,683
HS_H08_20181115_0250_29.60676256_117.21.npy,840,840,turbulence,18,628,122,677
HS_H08_20181115_0250_29.60676256_117.21.npy,840,840,turbulence,367,637,449,685
HS_H08_20181115_0250_29.60676256_117.21.npy,840,840,turbulence,359,386,523,526
HS_H08_20181115_0300_29.60676256_117.21.npy,840,840,turbulence,26,632,133,677
HS_H08_20181115_0300_29.60676256_117.21.npy,840,840,turbulence,195,575,314,685
HS_H08_20181115_0300_29.60676256_117.21.npy,840,840,turbulence,374,635,479,682
HS_H08_20181115_0300_29.60676256_117.21.npy,840,840,turbulence,660,174,778,238
HS_H08_20181115_0300_29.60676256_117.21.npy,840,840,turbulence,397,389,584,434
HS_H08_20181115_0300_29.60676256_117.21.npy,840,840,turbulence,646,447,765,538
HS_H08_20181115_0310_29.60676256_117.21.npy,840,840,turbulence,44,628,157,672
HS_H08_20181115_0310_29.60676256_117.21.npy,840,840,turbulence,202,573,292,624
HS_H08_20181115_0310_29.60676256_117.21.npy,840,840,turbulence,641,452,760,533
HS_H08_20181115_0310_29.60676256_117.21.npy,840,840,turbulence,702,188,814,246
HS_H08_20181115_0310_29.60676256_117.21.npy,840,840,turbulence,421,394,569,440
HS_H08_20181115_0310_29.60676256_117.21.npy,840,840,turbulence,369,620,490,694
HS_H08_20181115_1210_27.042_106.03.npy,840,840,turbulence,545,42,713,113
HS_H08_20181115_1210_27.042_106.03.npy,840,840,turbulence,426,326,572,419
HS_H08_20181115_1210_27.042_106.03.npy,840,840,turbulence,490,13,618,70
HS_H08_20181115_1210_27.042_106.03.npy,840,840,turbulence,265,113,429,235
HS_H08_20181115_1210_27.042_106.03.npy,840,840,severe turbulence,622,1,754,38
HS_H08_20181115_1220_27.042_106.03.npy,840,840,turbulence,586,42,701,93
HS_H08_20181115_1220_27.042_106.03.npy,840,840,turbulence,401,345,564,417
HS_H08_20181115_1220_27.042_106.03.npy,840,840,turbulence,336,88,472,162
HS_H08_20181115_1220_27.042_106.03.npy,840,840,severe turbulence,607,1,756,34
HS_H08_20181115_1220_27.042_106.03.npy,840,840,turbulence,473,34,582,111
HS_H08_20181115_1240_27.042_106.03.npy,840,840,turbulence,609,28,731,82
HS_H08_20181115_1240_27.042_106.03.npy,840,840,turbulence,428,316,577,405
HS_H08_20181115_1240_27.042_106.03.npy,840,840,severe turbulence,698,1,779,28
HS_H08_20181115_1240_27.042_106.03.npy,840,840,turbulence,367,100,496,161
HS_H08_20181115_1250_27.042_106.03.npy,840,840,turbulence,676,1,778,39
HS_H08_20181115_1250_27.042_106.03.npy,840,840,severe turbulence,593,37,722,107
HS_H08_20181115_1250_27.042_106.03.npy,840,840,turbulence,382,101,499,158
HS_H08_20181207_1030_29.928_104.303.npy,840,840,severe turbulence,108,297,200,347
HS_H08_20181207_1030_29.928_104.303.npy,840,840,severe turbulence,187,404,284,456
HS_H08_20181207_1040_29.928_104.303.npy,840,840,severe turbulence,118,295,206,345
HS_H08_20181207_1040_29.928_104.303.npy,840,840,severe turbulence,191,405,291,457
HS_H08_20181207_1050_29.928_104.303.npy,840,840,severe turbulence,127,292,227,337
HS_H08_20181207_1050_29.928_104.303.npy,840,840,severe turbulence,176,408,279,451
HS_H08_20181207_1100_29.928_104.303.npy,840,840,severe turbulence,128,289,224,334
HS_H08_20181207_1100_29.928_104.303.npy,840,840,severe turbulence,190,396,275,455
HS_H08_20181207_1110_30.607_104.492.npy,840,840,severe turbulence,122,339,211,392
HS_H08_20181207_1110_30.607_104.492.npy,840,840,severe turbulence,169,454,270,509
HS_H08_20181207_1120_29.928_104.303.npy,840,840,severe turbulence,178,398,279,449
HS_H08_20181207_1120_29.928_104.303.npy,840,840,severe turbulence,138,290,221,331
HS_H08_20181207_1130_29.928_104.303.npy,840,840,severe turbulence,195,398,293,455
HS_H08_20181207_1130_29.928_104.303.npy,840,840,severe turbulence,146,279,239,334
HS_H08_20181207_1130_30.607_104.492.npy,840,840,severe turbulence,131,334,234,382
HS_H08_20181207_1130_30.607_104.492.npy,840,840,severe turbulence,188,453,276,512
HS_H08_20181207_1130_30.607_104.492.npy,840,840,turbulence,288,74,429,151
HS_H08_20181207_1150_30.607_104.492.npy,840,840,severe turbulence,184,456,274,510
HS_H08_20181207_1150_30.607_104.492.npy,840,840,severe turbulence,140,323,237,387
HS_H08_20181207_1150_30.607_104.492.npy,840,840,turbulence,289,66,444,142
HS_H08_20181214_0350_29.787_107.71.npy,840,840,turbulence,389,387,597,423
HS_H08_20181214_0350_29.787_107.71.npy,840,840,turbulence,66,399,369,437
HS_H08_20181214_0420_29.787_107.71.npy,840,840,turbulence,132,391,412,430
HS_H08_20181214_0420_29.787_107.71.npy,840,840,turbulence,429,379,687,421
HS_H08_20181214_0420_29.787_107.71.npy,840,840,severe turbulence,10,409,141,460
HS_H08_20181214_0420_30.02013568_106.8479986.npy,840,840,turbulence,30,424,233,476
HS_H08_20181214_0420_30.02013568_106.8479986.npy,840,840,turbulence,239,400,525,451
HS_H08_20181214_0420_30.02013568_106.8479986.npy,840,840,turbulence,525,387,752,448
HS_H08_20181214_0440_30.02013568_106.8479986.npy,840,840,turbulence,176,404,556,463
HS_H08_20181214_0440_30.02013568_106.8479986.npy,840,840,turbulence,18,435,174,479
HS_H08_20181214_0440_30.02013568_106.8479986.npy,840,840,turbulence,555,384,786,431
HS_H08_20181214_0450_29.787_107.71.npy,840,840,turbulence,164,386,438,419
HS_H08_20181214_0450_29.787_107.71.npy,840,840,turbulence,439,374,621,414
HS_H08_20181214_0450_29.787_107.71.npy,840,840,turbulence,7,398,159,455
HS_H08_20181214_0450_29.787_107.71.npy,840,840,turbulence,622,363,766,411
HS_H08_20181214_0450_30.02013568_106.8479986.npy,840,840,turbulence,238,394,589,451
HS_H08_20181214_0450_30.02013568_106.8479986.npy,840,840,turbulence,10,413,234,484
HS_H08_20181214_0450_30.02013568_106.8479986.npy,840,840,turbulence,595,374,787,429
HS_H08_20181214_0500_30.02013568_106.8479986.npy,840,840,turbulence,222,400,584,445
HS_H08_20181214_0500_30.02013568_106.8479986.npy,840,840,turbulence,12,420,218,489
HS_H08_20181214_0500_30.02013568_106.8479986.npy,840,840,turbulence,587,384,765,425
HS_H08_20181214_0510_30.02013568_106.8479986.npy,840,840,turbulence,7,417,205,482
HS_H08_20181214_0510_30.02013568_106.8479986.npy,840,840,turbulence,208,382,606,452
HS_H08_20181214_0510_30.02013568_106.8479986.npy,840,840,turbulence,605,372,792,420
HS_H08_20181219_0330_30.81_106.188.npy,840,840,turbulence,196,273,450,340
HS_H08_20181219_0330_30.81_106.188.npy,840,840,turbulence,118,359,287,418
HS_H08_20181219_0330_30.81_106.188.npy,840,840,turbulence,1,410,138,529
HS_H08_20181219_0340_30.81_106.188.npy,840,840,turbulence,158,351,291,409
HS_H08_20181219_0340_30.81_106.188.npy,840,840,turbulence,214,262,465,339
HS_H08_20181219_0350_30.81_106.188.npy,840,840,turbulence,251,247,491,333
HS_H08_20181219_0350_30.81_106.188.npy,840,840,turbulence,127,336,323,404
HS_H08_20181219_0350_30.81_106.188.npy,840,840,turbulence,1,408,199,538
HS_H08_20181219_0400_30.81_106.188.npy,840,840,turbulence,293,262,505,338
HS_H08_20181219_0400_30.81_106.188.npy,840,840,turbulence,155,344,330,415
HS_H08_20181219_0400_30.81_106.188.npy,840,840,turbulence,1,416,181,550
HS_H08_20181219_0420_30.81_106.188.npy,840,840,turbulence,345,254,534,324
HS_H08_20181219_0420_30.81_106.188.npy,840,840,turbulence,181,331,370,411
HS_H08_20181219_0420_30.81_106.188.npy,840,840,turbulence,1,415,198,555
HS_H08_20181219_1420_32.3290999_114.0710053.npy,840,840,severe turbulence,215,507,335,570
HS_H08_20181219_1420_32.3290999_114.0710053.npy,840,840,turbulence,3,591,104,675
HS_H08_20181219_1420_32.3290999_114.0710053.npy,840,840,turbulence,252,426,435,494
HS_H08_20181219_1420_32.3290999_114.0710053.npy,840,840,turbulence,53,505,204,586
HS_H08_20181219_1420_32.3290999_114.0710053.npy,840,840,turbulence,306,338,444,422
HS_H08_20181219_1430_32.3290999_114.0710053.npy,840,840,turbulence,12,601,107,668
HS_H08_20181219_1430_32.3290999_114.0710053.npy,840,840,severe turbulence,237,496,350,560
HS_H08_20181219_1430_32.3290999_114.0710053.npy,840,840,turbulence,283,408,433,480
HS_H08_20181219_1430_32.3290999_114.0710053.npy,840,840,turbulence,332,330,458,401
HS_H08_20181219_1430_32.3290999_114.0710053.npy,840,840,turbulence,51,493,228,602
HS_H08_20181219_1500_32.3290999_114.0710053.npy,840,840,severe turbulence,52,593,146,665
HS_H08_20181219_1500_32.3290999_114.0710053.npy,840,840,severe turbulence,305,460,396,526
HS_H08_20181219_1500_32.3290999_114.0710053.npy,840,840,turbulence,321,396,476,461
HS_H08_20181219_1500_32.3290999_114.0710053.npy,840,840,turbulence,134,484,294,588
HS_H08_20181219_1500_32.3290999_114.0710053.npy,840,840,turbulence,390,297,544,386
HS_H08_20181219_1520_32.3290999_114.0710053.npy,840,840,severe turbulence,82,585,186,659
HS_H08_20181219_1520_32.3290999_114.0710053.npy,840,840,severe turbulence,301,427,445,498
HS_H08_20181219_1520_32.3290999_114.0710053.npy,840,840,turbulence,165,507,305,582
HS_H08_20181219_1520_32.3290999_114.0710053.npy,840,840,turbulence,399,356,518,429
HS_H08_20181219_1520_32.3290999_114.0710053.npy,840,840,turbulence,469,265,582,346
HS_H08_20190104_0730_29.051835_106.665.npy,840,840,turbulence,276,349,499,598
HS_H08_20190104_0730_29.051835_106.665.npy,840,840,turbulence,469,1,548,74
HS_H08_20190104_0740_29.051835_106.665.npy,840,840,turbulence,286,352,511,589
HS_H08_20190104_0740_29.051835_106.665.npy,840,840,turbulence,479,1,563,67
HS_H08_20190104_0800_29.051835_106.665.npy,840,840,turbulence,330,342,559,564
HS_H08_20190104_0800_29.051835_106.665.npy,840,840,turbulence,489,7,580,74
HS_H08_20190104_0810_29.051835_106.665.npy,840,840,turbulence,513,5,585,66
HS_H08_20190104_0810_29.051835_106.665.npy,840,840,turbulence,331,307,588,564
HS_H08_20190104_0820_29.051835_106.665.npy,840,840,turbulence,520,4,600,74
HS_H08_20190104_0820_29.051835_106.665.npy,840,840,turbulence,322,281,622,540
HS_H08_20190104_0830_29.051835_106.665.npy,840,840,turbulence,336,276,649,503
HS_H08_20190104_0830_29.051835_106.665.npy,840,840,turbulence,516,5,609,69
HS_H08_20190105_0250_34.54402364_117.166224.npy,840,840,severe turbulence,237,439,321,509
HS_H08_20190105_0250_34.54402364_117.166224.npy,840,840,turbulence,524,221,723,271
HS_H08_20190105_0250_34.54402364_117.166224.npy,840,840,turbulence,280,393,459,469
HS_H08_20190105_0250_34.54402364_117.166224.npy,840,840,turbulence,728,209,840,261
HS_H08_20190105_0250_34.54402364_117.166224.npy,840,840,turbulence,52,460,235,589
HS_H08_20190105_0250_34.54402364_117.166224.npy,840,840,turbulence,239,622,367,727
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,severe turbulence,164,468,278,531
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,turbulence,477,224,697,282
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,turbulence,248,388,532,487
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,turbulence,711,214,840,271
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,turbulence,41,518,173,577
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,turbulence,250,631,396,735
HS_H08_20190105_0300_34.54402364_117.166224.npy,840,840,turbulence,538,344,685,431
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,severe turbulence,179,447,313,525
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,severe turbulence,569,225,749,274
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,turbulence,526,407,604,478
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,turbulence,290,563,526,712
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,turbulence,758,213,840,258
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,turbulence,321,385,574,467
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,turbulence,325,470,436,537
HS_H08_20190105_0320_34.54402364_117.166224.npy,840,840,turbulence,42,485,179,617
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,severe turbulence,176,464,276,512
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,606,327,819,395
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,severe turbulence,537,210,691,273
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,672,202,840,256
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,280,392,568,493
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,308,606,508,710
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,539,286,660,329
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,258,547,340,598
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,391,498,543,566
HS_H08_20190105_0340_34.54402364_117.166224.npy,840,840,turbulence,49,473,191,605
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,severe turbulence,622,205,834,288
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,severe turbulence,191,456,298,516
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,316,387,548,478
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,567,281,676,323
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,647,330,826,384
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,271,537,352,595
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,362,488,543,579
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,353,594,539,697
HS_H08_20190105_0350_34.54402364_117.166224.npy,840,840,turbulence,38,461,214,599
HS_H08_20190105_0420_32.541389_114.077778.npy,840,840,severe turbulence,396,246,601,379
HS_H08_20190105_0420_32.541389_114.077778.npy,840,840,severe turbulence,598,225,763,328
HS_H08_20190105_0420_32.541389_114.077778.npy,840,840,turbulence,714,129,840,211
HS_H08_20190105_0420_32.541389_114.077778.npy,840,840,turbulence,214,302,433,442
HS_H08_20190105_0420_32.541389_114.077778.npy,840,840,turbulence,610,386,830,510
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,severe turbulence,627,214,840,341
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,severe turbulence,512,248,628,386
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,turbulence,367,273,519,455
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,turbulence,779,148,840,196
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,turbulence,231,353,358,491
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,turbulence,140,523,254,630
HS_H08_20190105_0510_32.541389_114.077778.npy,840,840,turbulence,2,550,73,623
HS_H08_20190105_0520_32.541389_114.077778.npy,840,840,severe turbulence,644,219,840,334
HS_H08_20190105_0520_32.541389_114.077778.npy,840,840,severe turbulence,439,245,641,351
HS_H08_20190105_0520_32.541389_114.077778.npy,840,840,turbulence,9,546,90,613
HS_H08_20190105_0520_32.541389_114.077778.npy,840,840,turbulence,130,512,276,630
HS_H08_20190105_0520_32.541389_114.077778.npy,840,840,turbulence,255,366,480,507
HS_H08_20190105_0520_32.541389_114.077778.npy,840,840,turbulence,611,313,736,393
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,severe turbulence,370,512,487,587
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,severe turbulence,438,376,586,512
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,severe turbulence,582,369,750,456
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,turbulence,1,638,80,707
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,turbulence,610,285,839,377
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,turbulence,294,574,371,645
HS_H08_20190105_0640_34.1202_115.73285.npy,840,840,turbulence,113,619,268,749
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,severe turbulence,449,385,631,493
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,severe turbulence,631,351,737,413
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,turbulence,351,498,508,634
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,turbulence,191,703,243,748
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,turbulence,1,638,92,716
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,turbulence,249,539,349,686
HS_H08_20190105_0700_34.1202_115.73285.npy,840,840,turbulence,695,272,840,355
